dataset,ticker,metric,country,value,value_txt,period_end,period_span,unit,created_by,inter_country_comparison,categories,updated_on,source,all_topics,dimensions
BankCreditAndDeposits,BankCredit,Value,IN,184041700000000.0,,2025-07-11,,INR,MacroSearchEngine,False,"{""NonFoodCredit"": ""SubcategoryOfBankCredit""}",2025-08-01,https://rbi.org.in/Scripts/WSSView.aspx?Id=27831,[Value][IN][NonFoodCredit][BankCredit][BankCreditAndDeposits],[NonFoodCredit]
BankCreditAndDeposits,BankCredit,YoY,IN,0.09667077924341494,,2025-07-11,,Percentage,MacroSearchEngine,False,"{""NonFoodCredit"": ""SubcategoryOfBankCredit""}",2025-08-01,https://rbi.org.in/Scripts/WSSView.aspx?Id=27831,[BankCredit][YoY][NonFoodCredit][IN][BankCreditAndDeposits],[NonFoodCredit]
BankCreditAndDeposits,BankCredit,Value,IN,181231470000000.0,,2025-07-11,,INR,MacroSearchEngine,False,"{""LoansCashCreditAndOverdraft"": ""SubcategoryOfBankCredit""}",2025-08-01,https://rbi.org.in/Scripts/WSSView.aspx?Id=27831,[Value][BankCreditAndDeposits][IN][BankCredit][LoansCashCreditAndOverdraft],[LoansCashCreditAndOverdraft]
BankCreditAndDeposits,BankCredit,YoY,IN,0.09858007721822348,,2025-07-11,,Percentage,MacroSearchEngine,False,"{""LoansCashCreditAndOverdraft"": ""SubcategoryOfBankCredit""}",2025-08-01,https://rbi.org.in/Scripts/WSSView.aspx?Id=27831,[BankCredit][BankCreditAndDeposits][YoY][IN][LoansCashCreditAndOverdraft],[LoansCashCreditAndOverdraft]
BankCreditAndDeposits,BankCredit,Value,IN,791280000000.0,,2025-07-11,,INR,MacroSearchEngine,False,"{""InlandBillsPurchased"": ""SubcategoryOfBankCredit""}",2025-08-01,https://rbi.org.in/Scripts/WSSView.aspx?Id=27831,[Value][InlandBillsPurchased][IN][BankCredit][BankCreditAndDeposits],[InlandBillsPurchased]
BankCreditAndDeposits,BankCredit,YoY,IN,0.16854463560510968,,2025-07-11,,Percentage,MacroSearchEngine,False,"{""InlandBillsPurchased"": ""SubcategoryOfBankCredit""}",2025-08-01,https://rbi.org.in/Scripts/WSSView.aspx?Id=27831,[BankCredit][InlandBillsPurchased][YoY][IN][BankCreditAndDeposits],[InlandBillsPurchased]
BankCreditAndDeposits,BankCredit,Value,IN,2249710000000.0,,2025-07-11,,INR,MacroSearchEngine,False,"{""InlandBillsDiscounted"": ""SubcategoryOfBankCredit""}",2025-08-01,https://rbi.org.in/Scripts/WSSView.aspx?Id=27831,[Value][IN][InlandBillsDiscounted][BankCredit][BankCreditAndDeposits],[InlandBillsDiscounted]
BankCreditAndDeposits,BankCredit,YoY,IN,0.07623088845940407,,2025-07-11,,Percentage,MacroSearchEngine,False,"{""InlandBillsDiscounted"": ""SubcategoryOfBankCredit""}",2025-08-01,https://rbi.org.in/Scripts/WSSView.aspx?Id=27831,[BankCredit][YoY][InlandBillsDiscounted][IN][BankCreditAndDeposits],[InlandBillsDiscounted]
BankCreditAndDeposits,BankCredit,Value,IN,137320000000.0,,2025-07-11,,INR,MacroSearchEngine,False,"{""ForeignBillsPurchased"": ""SubcategoryOfBankCredit""}",2025-08-01,https://rbi.org.in/Scripts/WSSView.aspx?Id=27831,[Value][IN][ForeignBillsPurchased][BankCredit][BankCreditAndDeposits],[ForeignBillsPurchased]
BankCreditAndDeposits,BankCredit,YoY,IN,-0.1163449163449164,,2025-07-11,,Percentage,MacroSearchEngine,False,"{""ForeignBillsPurchased"": ""SubcategoryOfBankCredit""}",2025-08-01,https://rbi.org.in/Scripts/WSSView.aspx?Id=27831,[BankCredit][YoY][ForeignBillsPurchased][IN][BankCreditAndDeposits],[ForeignBillsPurchased]
BankCreditAndDeposits,BankCredit,Value,IN,221850000000.0,,2025-07-11,,INR,MacroSearchEngine,False,"{""ForeignBillsDiscounted"": ""SubcategoryOfBankCredit""}",2025-08-01,https://rbi.org.in/Scripts/WSSView.aspx?Id=27831,[Value][BankCredit][IN][BankCreditAndDeposits][ForeignBillsDiscounted],[ForeignBillsDiscounted]
BankCreditAndDeposits,BankCredit,YoY,IN,-0.033080543933054374,,2025-07-11,,Percentage,MacroSearchEngine,False,"{""ForeignBillsDiscounted"": ""SubcategoryOfBankCredit""}",2025-08-01,https://rbi.org.in/Scripts/WSSView.aspx?Id=27831,[BankCredit][YoY][IN][BankCreditAndDeposits][ForeignBillsDiscounted],[ForeignBillsDiscounted]
BankCreditAndDeposits,BankDeposits,Value,IN,233257360000000.0,,2025-07-11,,INR,MacroSearchEngine,True,{},2025-07-25,https://rbi.org.in/Scripts/WSSView.aspx?Id=27816,[IN][BankCreditAndDeposits][Value][BankDeposits],
BankCreditAndDeposits,BankDeposits,YoY,IN,0.10145665820991856,,2025-07-11,,Percentage,MacroSearchEngine,True,{},2025-07-25,https://rbi.org.in/Scripts/WSSView.aspx?Id=27816,[YoY][IN][BankCreditAndDeposits][BankDeposits],
BankCreditAndDeposits,BankDeposits,Value,IN,28021310000000.0,,2025-07-11,,INR,MacroSearchEngine,False,"{""DemandDeposits"": ""SubcategoryOfBankDeposits""}",2025-07-25,https://rbi.org.in/Scripts/WSSView.aspx?Id=27816,[Value][BankDeposits][DemandDeposits][IN][BankCreditAndDeposits],[DemandDeposits]
BankCreditAndDeposits,BankDeposits,YoY,IN,0.17228180973107388,,2025-07-11,,Percentage,MacroSearchEngine,False,"{""DemandDeposits"": ""SubcategoryOfBankDeposits""}",2025-07-25,https://rbi.org.in/Scripts/WSSView.aspx?Id=27816,[YoY][BankDeposits][DemandDeposits][IN][BankCreditAndDeposits],[DemandDeposits]
BankCreditAndDeposits,BankDeposits,Value,IN,205236050000000.0,,2025-07-11,,INR,MacroSearchEngine,False,"{""TimeDeposits"": ""SubcategoryOfBankDeposits""}",2025-07-25,https://rbi.org.in/Scripts/WSSView.aspx?Id=27816,[Value][BankDeposits][TimeDeposits][IN][BankCreditAndDeposits],[TimeDeposits]
BankCreditAndDeposits,BankDeposits,YoY,IN,0.0924452476067037,,2025-07-11,,Percentage,MacroSearchEngine,False,"{""TimeDeposits"": ""SubcategoryOfBankDeposits""}",2025-07-25,https://rbi.org.in/Scripts/WSSView.aspx?Id=27816,[YoY][BankDeposits][TimeDeposits][IN][BankCreditAndDeposits],[TimeDeposits]
BankCreditAndDeposits,BankCredit,Value,IN,184631630000000.0,,2025-07-11,,INR,MacroSearchEngine,True,{},2025-07-25,https://rbi.org.in/Scripts/WSSView.aspx?Id=27816,[BankCredit][BankCreditAndDeposits][Value][IN],
BankCreditAndDeposits,BankCredit,YoY,IN,0.09820565142357429,,2025-07-11,,Percentage,MacroSearchEngine,True,{},2025-07-25,https://rbi.org.in/Scripts/WSSView.aspx?Id=27816,[IN][BankCredit][BankCreditAndDeposits][YoY],
