dataset,ticker,metric,country,value,value_txt,period_end,period_span,unit,created_by,inter_country_comparison,categories,updated_on,source,all_topics,dimensions
BankCreditAndDeposits,BankCredit,Value,IN,309440000000.0,,2022-01-14,,INR,MacroSearchEngine,False,"{""ForeignBillsDiscounted"": ""SubcategoryOfBankCredit""}",2022-01-28,https://rbi.org.in/Scripts/WSSView.aspx?Id=25086,[Value][BankCredit][IN][BankCreditAndDeposits][ForeignBillsDiscounted],[ForeignBillsDiscounted]
BankCreditAndDeposits,BankCredit,YoY,IN,0.02395764394440758,,2022-01-14,,Percentage,MacroSearchEngine,False,"{""ForeignBillsDiscounted"": ""SubcategoryOfBankCredit""}",2022-01-28,https://rbi.org.in/Scripts/WSSView.aspx?Id=25086,[BankCredit][YoY][IN][BankCreditAndDeposits][ForeignBillsDiscounted],[ForeignBillsDiscounted]
BankCreditAndDeposits,BankDeposits,Value,IN,162412440000000.0,,2021-12-31,,INR,MacroSearchEngine,True,{},2022-01-21,https://rbi.org.in/Scripts/WSSView.aspx?Id=25071,[IN][BankCreditAndDeposits][Value][BankDeposits],
BankCreditAndDeposits,BankDeposits,YoY,IN,0.10283981229257133,,2021-12-31,,Percentage,MacroSearchEngine,True,{},2022-01-21,https://rbi.org.in/Scripts/WSSView.aspx?Id=25071,[YoY][IN][BankCreditAndDeposits][BankDeposits],
BankCreditAndDeposits,BankDeposits,Value,IN,20634330000000.0,,2021-12-31,,INR,MacroSearchEngine,False,"{""DemandDeposits"": ""SubcategoryOfBankDeposits""}",2022-01-21,https://rbi.org.in/Scripts/WSSView.aspx?Id=25071,[Value][BankDeposits][DemandDeposits][IN][BankCreditAndDeposits],[DemandDeposits]
BankCreditAndDeposits,BankDeposits,YoY,IN,0.2724476990672937,,2021-12-31,,Percentage,MacroSearchEngine,False,"{""DemandDeposits"": ""SubcategoryOfBankDeposits""}",2022-01-21,https://rbi.org.in/Scripts/WSSView.aspx?Id=25071,[YoY][BankDeposits][DemandDeposits][IN][BankCreditAndDeposits],[DemandDeposits]
BankCreditAndDeposits,BankDeposits,Value,IN,141778110000000.0,,2021-12-31,,INR,MacroSearchEngine,False,"{""TimeDeposits"": ""SubcategoryOfBankDeposits""}",2022-01-21,https://rbi.org.in/Scripts/WSSView.aspx?Id=25071,[Value][BankDeposits][TimeDeposits][IN][BankCreditAndDeposits],[TimeDeposits]
BankCreditAndDeposits,BankDeposits,YoY,IN,0.0818525701742745,,2021-12-31,,Percentage,MacroSearchEngine,False,"{""TimeDeposits"": ""SubcategoryOfBankDeposits""}",2022-01-21,https://rbi.org.in/Scripts/WSSView.aspx?Id=25071,[YoY][BankDeposits][TimeDeposits][IN][BankCreditAndDeposits],[TimeDeposits]
BankCreditAndDeposits,BankCredit,Value,IN,116834130000000.0,,2021-12-31,,INR,MacroSearchEngine,True,{},2022-01-21,https://rbi.org.in/Scripts/WSSView.aspx?Id=25071,[BankCredit][BankCreditAndDeposits][Value][IN],
BankCreditAndDeposits,BankCredit,YoY,IN,0.09164290607624537,,2021-12-31,,Percentage,MacroSearchEngine,True,{},2022-01-21,https://rbi.org.in/Scripts/WSSView.aspx?Id=25071,[IN][BankCredit][BankCreditAndDeposits][YoY],
BankCreditAndDeposits,BankCredit,Value,IN,886800000000.0,,2021-12-31,,INR,MacroSearchEngine,False,"{""FoodCredit"": ""SubcategoryOfBankCredit""}",2022-01-21,https://rbi.org.in/Scripts/WSSView.aspx?Id=25071,[FoodCredit][Value][IN][BankCredit][BankCreditAndDeposits],[FoodCredit]
BankCreditAndDeposits,BankCredit,YoY,IN,-0.04176346642174078,,2021-12-31,,Percentage,MacroSearchEngine,False,"{""FoodCredit"": ""SubcategoryOfBankCredit""}",2022-01-21,https://rbi.org.in/Scripts/WSSView.aspx?Id=25071,[FoodCredit][BankCredit][YoY][IN][BankCreditAndDeposits],[FoodCredit]
BankCreditAndDeposits,BankCredit,Value,IN,115947330000000.0,,2021-12-31,,INR,MacroSearchEngine,False,"{""NonFoodCredit"": ""SubcategoryOfBankCredit""}",2022-01-21,https://rbi.org.in/Scripts/WSSView.aspx?Id=25071,[Value][IN][NonFoodCredit][BankCredit][BankCreditAndDeposits],[NonFoodCredit]
BankCreditAndDeposits,BankCredit,YoY,IN,0.09280652845118276,,2021-12-31,,Percentage,MacroSearchEngine,False,"{""NonFoodCredit"": ""SubcategoryOfBankCredit""}",2022-01-21,https://rbi.org.in/Scripts/WSSView.aspx?Id=25071,[BankCredit][YoY][NonFoodCredit][IN][BankCreditAndDeposits],[NonFoodCredit]
BankCreditAndDeposits,BankCredit,Value,IN,114609190000000.0,,2021-12-31,,INR,MacroSearchEngine,False,"{""LoansCashCreditAndOverdraft"": ""SubcategoryOfBankCredit""}",2022-01-21,https://rbi.org.in/Scripts/WSSView.aspx?Id=25071,[Value][BankCreditAndDeposits][IN][BankCredit][LoansCashCreditAndOverdraft],[LoansCashCreditAndOverdraft]
BankCreditAndDeposits,BankCredit,YoY,IN,0.08879328247512075,,2021-12-31,,Percentage,MacroSearchEngine,False,"{""LoansCashCreditAndOverdraft"": ""SubcategoryOfBankCredit""}",2022-01-21,https://rbi.org.in/Scripts/WSSView.aspx?Id=25071,[BankCredit][BankCreditAndDeposits][YoY][IN][LoansCashCreditAndOverdraft],[LoansCashCreditAndOverdraft]
BankCreditAndDeposits,BankCredit,Value,IN,342900000000.0,,2021-12-31,,INR,MacroSearchEngine,False,"{""InlandBillsPurchased"": ""SubcategoryOfBankCredit""}",2022-01-21,https://rbi.org.in/Scripts/WSSView.aspx?Id=25071,[Value][InlandBillsPurchased][IN][BankCredit][BankCreditAndDeposits],[InlandBillsPurchased]
BankCreditAndDeposits,BankCredit,YoY,IN,0.47205288915600585,,2021-12-31,,Percentage,MacroSearchEngine,False,"{""InlandBillsPurchased"": ""SubcategoryOfBankCredit""}",2022-01-21,https://rbi.org.in/Scripts/WSSView.aspx?Id=25071,[BankCredit][InlandBillsPurchased][YoY][IN][BankCreditAndDeposits],[InlandBillsPurchased]
BankCreditAndDeposits,BankCredit,Value,IN,1347040000000.0,,2021-12-31,,INR,MacroSearchEngine,False,"{""InlandBillsDiscounted"": ""SubcategoryOfBankCredit""}",2022-01-21,https://rbi.org.in/Scripts/WSSView.aspx?Id=25071,[Value][IN][InlandBillsDiscounted][BankCredit][BankCreditAndDeposits],[InlandBillsDiscounted]
BankCreditAndDeposits,BankCredit,YoY,IN,0.29188924800276217,,2021-12-31,,Percentage,MacroSearchEngine,False,"{""InlandBillsDiscounted"": ""SubcategoryOfBankCredit""}",2022-01-21,https://rbi.org.in/Scripts/WSSView.aspx?Id=25071,[BankCredit][YoY][InlandBillsDiscounted][IN][BankCreditAndDeposits],[InlandBillsDiscounted]
BankCreditAndDeposits,BankCredit,Value,IN,204500000000.0,,2021-12-31,,INR,MacroSearchEngine,False,"{""ForeignBillsPurchased"": ""SubcategoryOfBankCredit""}",2022-01-21,https://rbi.org.in/Scripts/WSSView.aspx?Id=25071,[Value][IN][ForeignBillsPurchased][BankCredit][BankCreditAndDeposits],[ForeignBillsPurchased]
BankCreditAndDeposits,BankCredit,YoY,IN,0.10046816983264284,,2021-12-31,,Percentage,MacroSearchEngine,False,"{""ForeignBillsPurchased"": ""SubcategoryOfBankCredit""}",2022-01-21,https://rbi.org.in/Scripts/WSSView.aspx?Id=25071,[BankCredit][YoY][ForeignBillsPurchased][IN][BankCreditAndDeposits],[ForeignBillsPurchased]
BankCreditAndDeposits,BankCredit,Value,IN,330510000000.0,,2021-12-31,,INR,MacroSearchEngine,False,"{""ForeignBillsDiscounted"": ""SubcategoryOfBankCredit""}",2022-01-21,https://rbi.org.in/Scripts/WSSView.aspx?Id=25071,[Value][BankCredit][IN][BankCreditAndDeposits][ForeignBillsDiscounted],[ForeignBillsDiscounted]
BankCreditAndDeposits,BankCredit,YoY,IN,0.09462144796979532,,2021-12-31,,Percentage,MacroSearchEngine,False,"{""ForeignBillsDiscounted"": ""SubcategoryOfBankCredit""}",2022-01-21,https://rbi.org.in/Scripts/WSSView.aspx?Id=25071,[BankCredit][YoY][IN][BankCreditAndDeposits][ForeignBillsDiscounted],[ForeignBillsDiscounted]
BankCreditAndDeposits,BankDeposits,Value,IN,162412440000000.0,,2021-12-31,,INR,MacroSearchEngine,True,{},2022-01-14,https://rbi.org.in/Scripts/WSSView.aspx?Id=25056,[IN][BankCreditAndDeposits][Value][BankDeposits],
BankCreditAndDeposits,BankDeposits,YoY,IN,0.10283981229257133,,2021-12-31,,Percentage,MacroSearchEngine,True,{},2022-01-14,https://rbi.org.in/Scripts/WSSView.aspx?Id=25056,[YoY][IN][BankCreditAndDeposits][BankDeposits],
BankCreditAndDeposits,BankDeposits,Value,IN,20634330000000.0,,2021-12-31,,INR,MacroSearchEngine,False,"{""DemandDeposits"": ""SubcategoryOfBankDeposits""}",2022-01-14,https://rbi.org.in/Scripts/WSSView.aspx?Id=25056,[Value][BankDeposits][DemandDeposits][IN][BankCreditAndDeposits],[DemandDeposits]
BankCreditAndDeposits,BankDeposits,YoY,IN,0.2724476990672937,,2021-12-31,,Percentage,MacroSearchEngine,False,"{""DemandDeposits"": ""SubcategoryOfBankDeposits""}",2022-01-14,https://rbi.org.in/Scripts/WSSView.aspx?Id=25056,[YoY][BankDeposits][DemandDeposits][IN][BankCreditAndDeposits],[DemandDeposits]
BankCreditAndDeposits,BankDeposits,Value,IN,141778110000000.0,,2021-12-31,,INR,MacroSearchEngine,False,"{""TimeDeposits"": ""SubcategoryOfBankDeposits""}",2022-01-14,https://rbi.org.in/Scripts/WSSView.aspx?Id=25056,[Value][BankDeposits][TimeDeposits][IN][BankCreditAndDeposits],[TimeDeposits]
BankCreditAndDeposits,BankDeposits,YoY,IN,0.0818525701742745,,2021-12-31,,Percentage,MacroSearchEngine,False,"{""TimeDeposits"": ""SubcategoryOfBankDeposits""}",2022-01-14,https://rbi.org.in/Scripts/WSSView.aspx?Id=25056,[YoY][BankDeposits][TimeDeposits][IN][BankCreditAndDeposits],[TimeDeposits]
BankCreditAndDeposits,BankCredit,Value,IN,116834130000000.0,,2021-12-31,,INR,MacroSearchEngine,True,{},2022-01-14,https://rbi.org.in/Scripts/WSSView.aspx?Id=25056,[BankCredit][BankCreditAndDeposits][Value][IN],
BankCreditAndDeposits,BankCredit,YoY,IN,0.09164290607624537,,2021-12-31,,Percentage,MacroSearchEngine,True,{},2022-01-14,https://rbi.org.in/Scripts/WSSView.aspx?Id=25056,[IN][BankCredit][BankCreditAndDeposits][YoY],
BankCreditAndDeposits,BankCredit,Value,IN,886800000000.0,,2021-12-31,,INR,MacroSearchEngine,False,"{""FoodCredit"": ""SubcategoryOfBankCredit""}",2022-01-14,https://rbi.org.in/Scripts/WSSView.aspx?Id=25056,[FoodCredit][Value][IN][BankCredit][BankCreditAndDeposits],[FoodCredit]
BankCreditAndDeposits,BankCredit,YoY,IN,-0.04176346642174078,,2021-12-31,,Percentage,MacroSearchEngine,False,"{""FoodCredit"": ""SubcategoryOfBankCredit""}",2022-01-14,https://rbi.org.in/Scripts/WSSView.aspx?Id=25056,[FoodCredit][BankCredit][YoY][IN][BankCreditAndDeposits],[FoodCredit]
BankCreditAndDeposits,BankCredit,Value,IN,115947330000000.0,,2021-12-31,,INR,MacroSearchEngine,False,"{""NonFoodCredit"": ""SubcategoryOfBankCredit""}",2022-01-14,https://rbi.org.in/Scripts/WSSView.aspx?Id=25056,[Value][IN][NonFoodCredit][BankCredit][BankCreditAndDeposits],[NonFoodCredit]
BankCreditAndDeposits,BankCredit,YoY,IN,0.09280652845118276,,2021-12-31,,Percentage,MacroSearchEngine,False,"{""NonFoodCredit"": ""SubcategoryOfBankCredit""}",2022-01-14,https://rbi.org.in/Scripts/WSSView.aspx?Id=25056,[BankCredit][YoY][NonFoodCredit][IN][BankCreditAndDeposits],[NonFoodCredit]
BankCreditAndDeposits,BankCredit,Value,IN,114609190000000.0,,2021-12-31,,INR,MacroSearchEngine,False,"{""LoansCashCreditAndOverdraft"": ""SubcategoryOfBankCredit""}",2022-01-14,https://rbi.org.in/Scripts/WSSView.aspx?Id=25056,[Value][BankCreditAndDeposits][IN][BankCredit][LoansCashCreditAndOverdraft],[LoansCashCreditAndOverdraft]
BankCreditAndDeposits,BankCredit,YoY,IN,0.08879328247512075,,2021-12-31,,Percentage,MacroSearchEngine,False,"{""LoansCashCreditAndOverdraft"": ""SubcategoryOfBankCredit""}",2022-01-14,https://rbi.org.in/Scripts/WSSView.aspx?Id=25056,[BankCredit][BankCreditAndDeposits][YoY][IN][LoansCashCreditAndOverdraft],[LoansCashCreditAndOverdraft]
BankCreditAndDeposits,BankCredit,Value,IN,342900000000.0,,2021-12-31,,INR,MacroSearchEngine,False,"{""InlandBillsPurchased"": ""SubcategoryOfBankCredit""}",2022-01-14,https://rbi.org.in/Scripts/WSSView.aspx?Id=25056,[Value][InlandBillsPurchased][IN][BankCredit][BankCreditAndDeposits],[InlandBillsPurchased]
BankCreditAndDeposits,BankCredit,YoY,IN,0.47205288915600585,,2021-12-31,,Percentage,MacroSearchEngine,False,"{""InlandBillsPurchased"": ""SubcategoryOfBankCredit""}",2022-01-14,https://rbi.org.in/Scripts/WSSView.aspx?Id=25056,[BankCredit][InlandBillsPurchased][YoY][IN][BankCreditAndDeposits],[InlandBillsPurchased]
BankCreditAndDeposits,BankCredit,Value,IN,1347040000000.0,,2021-12-31,,INR,MacroSearchEngine,False,"{""InlandBillsDiscounted"": ""SubcategoryOfBankCredit""}",2022-01-14,https://rbi.org.in/Scripts/WSSView.aspx?Id=25056,[Value][IN][InlandBillsDiscounted][BankCredit][BankCreditAndDeposits],[InlandBillsDiscounted]
BankCreditAndDeposits,BankCredit,YoY,IN,0.29188924800276217,,2021-12-31,,Percentage,MacroSearchEngine,False,"{""InlandBillsDiscounted"": ""SubcategoryOfBankCredit""}",2022-01-14,https://rbi.org.in/Scripts/WSSView.aspx?Id=25056,[BankCredit][YoY][InlandBillsDiscounted][IN][BankCreditAndDeposits],[InlandBillsDiscounted]
BankCreditAndDeposits,BankCredit,Value,IN,204500000000.0,,2021-12-31,,INR,MacroSearchEngine,False,"{""ForeignBillsPurchased"": ""SubcategoryOfBankCredit""}",2022-01-14,https://rbi.org.in/Scripts/WSSView.aspx?Id=25056,[Value][IN][ForeignBillsPurchased][BankCredit][BankCreditAndDeposits],[ForeignBillsPurchased]
BankCreditAndDeposits,BankCredit,YoY,IN,0.10046816983264284,,2021-12-31,,Percentage,MacroSearchEngine,False,"{""ForeignBillsPurchased"": ""SubcategoryOfBankCredit""}",2022-01-14,https://rbi.org.in/Scripts/WSSView.aspx?Id=25056,[BankCredit][YoY][ForeignBillsPurchased][IN][BankCreditAndDeposits],[ForeignBillsPurchased]
BankCreditAndDeposits,BankCredit,Value,IN,330510000000.0,,2021-12-31,,INR,MacroSearchEngine,False,"{""ForeignBillsDiscounted"": ""SubcategoryOfBankCredit""}",2022-01-14,https://rbi.org.in/Scripts/WSSView.aspx?Id=25056,[Value][BankCredit][IN][BankCreditAndDeposits][ForeignBillsDiscounted],[ForeignBillsDiscounted]
BankCreditAndDeposits,BankCredit,YoY,IN,0.09462144796979532,,2021-12-31,,Percentage,MacroSearchEngine,False,"{""ForeignBillsDiscounted"": ""SubcategoryOfBankCredit""}",2022-01-14,https://rbi.org.in/Scripts/WSSView.aspx?Id=25056,[BankCredit][YoY][IN][BankCreditAndDeposits][ForeignBillsDiscounted],[ForeignBillsDiscounted]
BankCreditAndDeposits,BankDeposits,Value,IN,158668850000000.0,,2021-12-17,,INR,MacroSearchEngine,True,{},2022-01-07,https://rbi.org.in/Scripts/WSSView.aspx?Id=25041,[IN][BankCreditAndDeposits][Value][BankDeposits],
BankCreditAndDeposits,BankDeposits,YoY,IN,0.09585798317987049,,2021-12-17,,Percentage,MacroSearchEngine,True,{},2022-01-07,https://rbi.org.in/Scripts/WSSView.aspx?Id=25041,[YoY][IN][BankCreditAndDeposits][BankDeposits],
BankCreditAndDeposits,BankDeposits,Value,IN,18366750000000.0,,2021-12-17,,INR,MacroSearchEngine,False,"{""DemandDeposits"": ""SubcategoryOfBankDeposits""}",2022-01-07,https://rbi.org.in/Scripts/WSSView.aspx?Id=25041,[Value][BankDeposits][DemandDeposits][IN][BankCreditAndDeposits],[DemandDeposits]
BankCreditAndDeposits,BankDeposits,YoY,IN,0.17389578664935024,,2021-12-17,,Percentage,MacroSearchEngine,False,"{""DemandDeposits"": ""SubcategoryOfBankDeposits""}",2022-01-07,https://rbi.org.in/Scripts/WSSView.aspx?Id=25041,[YoY][BankDeposits][DemandDeposits][IN][BankCreditAndDeposits],[DemandDeposits]
BankCreditAndDeposits,BankDeposits,Value,IN,140302100000000.0,,2021-12-17,,INR,MacroSearchEngine,False,"{""TimeDeposits"": ""SubcategoryOfBankDeposits""}",2022-01-07,https://rbi.org.in/Scripts/WSSView.aspx?Id=25041,[Value][BankDeposits][TimeDeposits][IN][BankCreditAndDeposits],[TimeDeposits]
BankCreditAndDeposits,BankDeposits,YoY,IN,0.08640356477512667,,2021-12-17,,Percentage,MacroSearchEngine,False,"{""TimeDeposits"": ""SubcategoryOfBankDeposits""}",2022-01-07,https://rbi.org.in/Scripts/WSSView.aspx?Id=25041,[YoY][BankDeposits][TimeDeposits][IN][BankCreditAndDeposits],[TimeDeposits]
BankCreditAndDeposits,BankCredit,Value,IN,113142340000000.0,,2021-12-17,,INR,MacroSearchEngine,True,{},2022-01-07,https://rbi.org.in/Scripts/WSSView.aspx?Id=25041,[BankCredit][BankCreditAndDeposits][Value][IN],
BankCreditAndDeposits,BankCredit,YoY,IN,0.07274052418703003,,2021-12-17,,Percentage,MacroSearchEngine,True,{},2022-01-07,https://rbi.org.in/Scripts/WSSView.aspx?Id=25041,[IN][BankCredit][BankCreditAndDeposits][YoY],
BankCreditAndDeposits,BankCredit,Value,IN,855800000000.0,,2021-12-17,,INR,MacroSearchEngine,False,"{""FoodCredit"": ""SubcategoryOfBankCredit""}",2022-01-07,https://rbi.org.in/Scripts/WSSView.aspx?Id=25041,[FoodCredit][Value][IN][BankCredit][BankCreditAndDeposits],[FoodCredit]
BankCreditAndDeposits,BankCredit,YoY,IN,-0.08128649948471312,,2021-12-17,,Percentage,MacroSearchEngine,False,"{""FoodCredit"": ""SubcategoryOfBankCredit""}",2022-01-07,https://rbi.org.in/Scripts/WSSView.aspx?Id=25041,[FoodCredit][BankCredit][YoY][IN][BankCreditAndDeposits],[FoodCredit]
BankCreditAndDeposits,BankCredit,Value,IN,112286540000000.0,,2021-12-17,,INR,MacroSearchEngine,False,"{""NonFoodCredit"": ""SubcategoryOfBankCredit""}",2022-01-07,https://rbi.org.in/Scripts/WSSView.aspx?Id=25041,[Value][IN][NonFoodCredit][BankCredit][BankCreditAndDeposits],[NonFoodCredit]
BankCreditAndDeposits,BankCredit,YoY,IN,0.07411302113998763,,2021-12-17,,Percentage,MacroSearchEngine,False,"{""NonFoodCredit"": ""SubcategoryOfBankCredit""}",2022-01-07,https://rbi.org.in/Scripts/WSSView.aspx?Id=25041,[BankCredit][YoY][NonFoodCredit][IN][BankCreditAndDeposits],[NonFoodCredit]
BankCreditAndDeposits,BankCredit,Value,IN,111022620000000.0,,2021-12-17,,INR,MacroSearchEngine,False,"{""LoansCashCreditAndOverdraft"": ""SubcategoryOfBankCredit""}",2022-01-07,https://rbi.org.in/Scripts/WSSView.aspx?Id=25041,[Value][BankCreditAndDeposits][IN][BankCredit][LoansCashCreditAndOverdraft],[LoansCashCreditAndOverdraft]
BankCreditAndDeposits,BankCredit,YoY,IN,0.07002844153678756,,2021-12-17,,Percentage,MacroSearchEngine,False,"{""LoansCashCreditAndOverdraft"": ""SubcategoryOfBankCredit""}",2022-01-07,https://rbi.org.in/Scripts/WSSView.aspx?Id=25041,[BankCredit][BankCreditAndDeposits][YoY][IN][LoansCashCreditAndOverdraft],[LoansCashCreditAndOverdraft]
BankCreditAndDeposits,BankCredit,Value,IN,305890000000.0,,2021-12-17,,INR,MacroSearchEngine,False,"{""InlandBillsPurchased"": ""SubcategoryOfBankCredit""}",2022-01-07,https://rbi.org.in/Scripts/WSSView.aspx?Id=25041,[Value][InlandBillsPurchased][IN][BankCredit][BankCreditAndDeposits],[InlandBillsPurchased]
BankCreditAndDeposits,BankCredit,YoY,IN,0.3546944198405668,,2021-12-17,,Percentage,MacroSearchEngine,False,"{""InlandBillsPurchased"": ""SubcategoryOfBankCredit""}",2022-01-07,https://rbi.org.in/Scripts/WSSView.aspx?Id=25041,[BankCredit][InlandBillsPurchased][YoY][IN][BankCreditAndDeposits],[InlandBillsPurchased]
BankCreditAndDeposits,BankCredit,Value,IN,1267360000000.0,,2021-12-17,,INR,MacroSearchEngine,False,"{""InlandBillsDiscounted"": ""SubcategoryOfBankCredit""}",2022-01-07,https://rbi.org.in/Scripts/WSSView.aspx?Id=25041,[Value][IN][InlandBillsDiscounted][BankCredit][BankCreditAndDeposits],[InlandBillsDiscounted]
BankCreditAndDeposits,BankCredit,YoY,IN,0.25477461065512896,,2021-12-17,,Percentage,MacroSearchEngine,False,"{""InlandBillsDiscounted"": ""SubcategoryOfBankCredit""}",2022-01-07,https://rbi.org.in/Scripts/WSSView.aspx?Id=25041,[BankCredit][YoY][InlandBillsDiscounted][IN][BankCreditAndDeposits],[InlandBillsDiscounted]
BankCreditAndDeposits,BankCredit,Value,IN,224540000000.0,,2021-12-17,,INR,MacroSearchEngine,False,"{""ForeignBillsPurchased"": ""SubcategoryOfBankCredit""}",2022-01-07,https://rbi.org.in/Scripts/WSSView.aspx?Id=25041,[Value][IN][ForeignBillsPurchased][BankCredit][BankCreditAndDeposits],[ForeignBillsPurchased]
BankCreditAndDeposits,BankCredit,YoY,IN,0.28052466495580264,,2021-12-17,,Percentage,MacroSearchEngine,False,"{""ForeignBillsPurchased"": ""SubcategoryOfBankCredit""}",2022-01-07,https://rbi.org.in/Scripts/WSSView.aspx?Id=25041,[BankCredit][YoY][ForeignBillsPurchased][IN][BankCreditAndDeposits],[ForeignBillsPurchased]
BankCreditAndDeposits,BankCredit,Value,IN,321930000000.0,,2021-12-17,,INR,MacroSearchEngine,False,"{""ForeignBillsDiscounted"": ""SubcategoryOfBankCredit""}",2022-01-07,https://rbi.org.in/Scripts/WSSView.aspx?Id=25041,[Value][BankCredit][IN][BankCreditAndDeposits][ForeignBillsDiscounted],[ForeignBillsDiscounted]
BankCreditAndDeposits,BankCredit,YoY,IN,0.0643017720179846,,2021-12-17,,Percentage,MacroSearchEngine,False,"{""ForeignBillsDiscounted"": ""SubcategoryOfBankCredit""}",2022-01-07,https://rbi.org.in/Scripts/WSSView.aspx?Id=25041,[BankCredit][YoY][IN][BankCreditAndDeposits][ForeignBillsDiscounted],[ForeignBillsDiscounted]
BankCreditAndDeposits,BankDeposits,Value,IN,158668850000000.0,,2021-12-17,,INR,MacroSearchEngine,True,{},2021-12-31,https://rbi.org.in/Scripts/WSSView.aspx?Id=25026,[IN][BankCreditAndDeposits][Value][BankDeposits],
BankCreditAndDeposits,BankDeposits,YoY,IN,0.09585798317987049,,2021-12-17,,Percentage,MacroSearchEngine,True,{},2021-12-31,https://rbi.org.in/Scripts/WSSView.aspx?Id=25026,[YoY][IN][BankCreditAndDeposits][BankDeposits],
BankCreditAndDeposits,BankDeposits,Value,IN,18366750000000.0,,2021-12-17,,INR,MacroSearchEngine,False,"{""DemandDeposits"": ""SubcategoryOfBankDeposits""}",2021-12-31,https://rbi.org.in/Scripts/WSSView.aspx?Id=25026,[Value][BankDeposits][DemandDeposits][IN][BankCreditAndDeposits],[DemandDeposits]
BankCreditAndDeposits,BankDeposits,YoY,IN,0.17389578664935024,,2021-12-17,,Percentage,MacroSearchEngine,False,"{""DemandDeposits"": ""SubcategoryOfBankDeposits""}",2021-12-31,https://rbi.org.in/Scripts/WSSView.aspx?Id=25026,[YoY][BankDeposits][DemandDeposits][IN][BankCreditAndDeposits],[DemandDeposits]
BankCreditAndDeposits,BankDeposits,Value,IN,140302100000000.0,,2021-12-17,,INR,MacroSearchEngine,False,"{""TimeDeposits"": ""SubcategoryOfBankDeposits""}",2021-12-31,https://rbi.org.in/Scripts/WSSView.aspx?Id=25026,[Value][BankDeposits][TimeDeposits][IN][BankCreditAndDeposits],[TimeDeposits]
BankCreditAndDeposits,BankDeposits,YoY,IN,0.08640356477512667,,2021-12-17,,Percentage,MacroSearchEngine,False,"{""TimeDeposits"": ""SubcategoryOfBankDeposits""}",2021-12-31,https://rbi.org.in/Scripts/WSSView.aspx?Id=25026,[YoY][BankDeposits][TimeDeposits][IN][BankCreditAndDeposits],[TimeDeposits]
BankCreditAndDeposits,BankCredit,Value,IN,113142340000000.0,,2021-12-17,,INR,MacroSearchEngine,True,{},2021-12-31,https://rbi.org.in/Scripts/WSSView.aspx?Id=25026,[BankCredit][BankCreditAndDeposits][Value][IN],
BankCreditAndDeposits,BankCredit,YoY,IN,0.07274052418703003,,2021-12-17,,Percentage,MacroSearchEngine,True,{},2021-12-31,https://rbi.org.in/Scripts/WSSView.aspx?Id=25026,[IN][BankCredit][BankCreditAndDeposits][YoY],
BankCreditAndDeposits,BankCredit,Value,IN,855800000000.0,,2021-12-17,,INR,MacroSearchEngine,False,"{""FoodCredit"": ""SubcategoryOfBankCredit""}",2021-12-31,https://rbi.org.in/Scripts/WSSView.aspx?Id=25026,[FoodCredit][Value][IN][BankCredit][BankCreditAndDeposits],[FoodCredit]
BankCreditAndDeposits,BankCredit,YoY,IN,-0.08128649948471312,,2021-12-17,,Percentage,MacroSearchEngine,False,"{""FoodCredit"": ""SubcategoryOfBankCredit""}",2021-12-31,https://rbi.org.in/Scripts/WSSView.aspx?Id=25026,[FoodCredit][BankCredit][YoY][IN][BankCreditAndDeposits],[FoodCredit]
BankCreditAndDeposits,BankCredit,Value,IN,112286540000000.0,,2021-12-17,,INR,MacroSearchEngine,False,"{""NonFoodCredit"": ""SubcategoryOfBankCredit""}",2021-12-31,https://rbi.org.in/Scripts/WSSView.aspx?Id=25026,[Value][IN][NonFoodCredit][BankCredit][BankCreditAndDeposits],[NonFoodCredit]
BankCreditAndDeposits,BankCredit,YoY,IN,0.07411302113998763,,2021-12-17,,Percentage,MacroSearchEngine,False,"{""NonFoodCredit"": ""SubcategoryOfBankCredit""}",2021-12-31,https://rbi.org.in/Scripts/WSSView.aspx?Id=25026,[BankCredit][YoY][NonFoodCredit][IN][BankCreditAndDeposits],[NonFoodCredit]
BankCreditAndDeposits,BankCredit,Value,IN,111022620000000.0,,2021-12-17,,INR,MacroSearchEngine,False,"{""LoansCashCreditAndOverdraft"": ""SubcategoryOfBankCredit""}",2021-12-31,https://rbi.org.in/Scripts/WSSView.aspx?Id=25026,[Value][BankCreditAndDeposits][IN][BankCredit][LoansCashCreditAndOverdraft],[LoansCashCreditAndOverdraft]
BankCreditAndDeposits,BankCredit,YoY,IN,0.07002844153678756,,2021-12-17,,Percentage,MacroSearchEngine,False,"{""LoansCashCreditAndOverdraft"": ""SubcategoryOfBankCredit""}",2021-12-31,https://rbi.org.in/Scripts/WSSView.aspx?Id=25026,[BankCredit][BankCreditAndDeposits][YoY][IN][LoansCashCreditAndOverdraft],[LoansCashCreditAndOverdraft]
BankCreditAndDeposits,BankCredit,Value,IN,305890000000.0,,2021-12-17,,INR,MacroSearchEngine,False,"{""InlandBillsPurchased"": ""SubcategoryOfBankCredit""}",2021-12-31,https://rbi.org.in/Scripts/WSSView.aspx?Id=25026,[Value][InlandBillsPurchased][IN][BankCredit][BankCreditAndDeposits],[InlandBillsPurchased]
