dataset,ticker,metric,country,value,value_txt,period_end,period_span,unit,created_by,inter_country_comparison,as_reported,pfea,all_topics,dimensions,categories
CPI,CPI,YoY,IN,2.69,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Other Educational Expenses (incl. Fees for Enrollment in Web-based Training)][CPI],[Other Educational Expenses (incl. Fees for Enrollment in Web-based Training)],"{""Other Educational Expenses (incl. Fees for Enrollment in Web-based Training)"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,3.12,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][Other Entertainment][IN][CPI],[Other Entertainment],"{""Other Entertainment"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,3.31,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Other Footwear][CPI],[Other Footwear],"{""Other Footwear"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,13.24,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Other Fresh Fruits][CPI],[Other Fresh Fruits],"{""Other Fresh Fruits"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,1.48,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][Other Fuel][IN][CPI],[Other Fuel],"{""Other Fuel"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,2.57,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,"[YoY][Other Furniture & Fixtures (couch, Sofa, Etc.)][IN][CPI]","[Other Furniture & Fixtures (couch, Sofa, Etc.)]","{""Other Furniture & Fixtures (couch, Sofa, Etc.)"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,7.06,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][Other Intoxicants][IN][CPI],[Other Intoxicants],"{""Other Intoxicants"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,2.51,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Other Leather Footwear][CPI],[Other Leather Footwear],"{""Other Leather Footwear"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,2.56,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Other Medical Expenses (non-institutional)][CPI],[Other Medical Expenses (non-institutional)],"{""Other Medical Expenses (non-institutional)"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,6.05,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Other Metal Utensils][CPI],[Other Metal Utensils],"{""Other Metal Utensils"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,3.65,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Other Milk Products][CPI],[Other Milk Products],"{""Other Milk Products"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,1.63,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Other Washing Requisites][CPI],[Other Washing Requisites],"{""Other Washing Requisites"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,0.7,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][Palak/other Leafy Vegetables][IN][CPI],[Palak/other Leafy Vegetables],"{""Palak/other Leafy Vegetables"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,4.12,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Pan: Finished (no.)][CPI],[Pan: Finished (no.)],"{""Pan: Finished (no.)"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,-1.02,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][Pan: Leaf (no.)][IN][CPI],[Pan: Leaf (no.)],"{""Pan: Leaf (no.)"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,3.72,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,"[YoY][IN][Papad, Bhujia, Namkeen, Mixture, Chanachur][CPI]","[Papad, Bhujia, Namkeen, Mixture, Chanachur]","{""Papad, Bhujia, Namkeen, Mixture, Chanachur"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,5.0,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][Papaya][IN][CPI],[Papaya],"{""Papaya"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,-16.44,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,"[YoY][IN][Parwal/patal, Kundru][CPI]","[Parwal/patal, Kundru]","{""Parwal/patal, Kundru"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,2.42,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][PC/ Laptop/ Other Peripherals Incl. Software][CPI],[PC/ Laptop/ Other Peripherals Incl. Software],"{""PC/ Laptop/ Other Peripherals Incl. Software"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,-8.35,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Peas (pulses)][CPI],[Peas (pulses)],"{""Peas (pulses)"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,7.75,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Peas (vegetables)][CPI],[Peas (vegetables)],"{""Peas (vegetables)"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,0.29,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Petrol for Vehicle][CPI],[Petrol for Vehicle],"{""Petrol for Vehicle"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,3.03,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Photography][CPI],[Photography],"{""Photography"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,2.76,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Pickles (gm)][CPI],[Pickles (gm)],"{""Pickles (gm)"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,2.93,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,"[YoY][IN][Pillow, Quilt, Mattress (no.)][CPI]","[Pillow, Quilt, Mattress (no.)]","{""Pillow, Quilt, Mattress (no.)"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,-14.56,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][Pineapple (no.)][IN][CPI],[Pineapple (no.)],"{""Pineapple (no.)"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,2.2,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,"[YoY][IN][Plugs, Switches & Other Electrical Fittings][CPI]","[Plugs, Switches & Other Electrical Fittings]","{""Plugs, Switches & Other Electrical Fittings"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,6.22,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Pork][CPI],[Pork],"{""Pork"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,7.84,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Porter Charges][CPI],[Porter Charges],"{""Porter Charges"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,-20.29,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Potato][CPI],[Potato],"{""Potato"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,4.32,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,"[YoY][Powder, Snow, Cream, Lotion and Perfume][IN][CPI]","[Powder, Snow, Cream, Lotion and Perfume]","{""Powder, Snow, Cream, Lotion and Perfume"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,3.79,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,"[YoY][IN][Prepared Sweets, Cake, Pastry][CPI]","[Prepared Sweets, Cake, Pastry]","{""Prepared Sweets, Cake, Pastry"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,2.79,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Pressure Cooker/ Pressure Pan][CPI],[Pressure Cooker/ Pressure Pan],"{""Pressure Cooker/ Pressure Pan"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,2.76,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Private Tutor/ Coaching Centre][CPI],[Private Tutor/ Coaching Centre],"{""Private Tutor/ Coaching Centre"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,2.13,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,"[YoY][IN][Radio, Tape Recorder, 2-in-1][CPI]","[Radio, Tape Recorder, 2-in-1]","{""Radio, Tape Recorder, 2-in-1"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,-0.25,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Radish][CPI],[Radish],"{""Radish"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,7.42,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][Ragi & its Products][IN][CPI],[Ragi & its Products],"{""Ragi & its Products"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,0.39,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Railway Fare][CPI],[Railway Fare],"{""Railway Fare"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,4.35,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,"[YoY][IN][Raisin, Kishmish, Monacca, etc.][CPI]","[Raisin, Kishmish, Monacca, etc.]","{""Raisin, Kishmish, Monacca, etc."": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,24.27,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,"[YoY][Refined Oil [sunflower, Soyabean, Saffola, Etc.]][IN][CPI]","[Refined Oil [sunflower, Soyabean, Saffola, Etc.]]","{""Refined Oil [sunflower, Soyabean, Saffola, Etc.]"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,0.66,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Refrigerator][CPI],[Refrigerator],"{""Refrigerator"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,6.24,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Residential Building & Land (cost of Repairs Only)][CPI],[Residential Building & Land (cost of Repairs Only)],"{""Residential Building & Land (cost of Repairs Only)"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,3.92,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Rice – Other Sources][CPI],[Rice – Other Sources],"{""Rice – Other Sources"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,27.03,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][Rice – PDS][IN][CPI],[Rice – PDS],"{""Rice – PDS"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,1.66,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Rickshaw (hand Drawn & Cycle) Fare][CPI],[Rickshaw (hand Drawn & Cycle) Fare],"{""Rickshaw (hand Drawn & Cycle) Fare"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,1.48,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Rubber / Pvc Footwear][CPI],[Rubber / Pvc Footwear],"{""Rubber / Pvc Footwear"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,3.82,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,"[YoY][IN][Rug, Blanket (no.)][CPI]","[Rug, Blanket (no.)]","{""Rug, Blanket (no.)"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,4.55,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Salt][CPI],[Salt],"{""Salt"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,3.28,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Sanitary Napkins][CPI],[Sanitary Napkins],"{""Sanitary Napkins"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,2.39,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Saree (no.)][CPI],[Saree (no.)],"{""Saree (no.)"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,4.65,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,"[YoY][IN][Sauce, Jam, Jelly (gm)][CPI]","[Sauce, Jam, Jelly (gm)]","{""Sauce, Jam, Jelly (gm)"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,2.86,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,"[YoY][IN][School Bus, Van, etc.][CPI]","[School Bus, Van, etc.]","{""School Bus, Van, etc."": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,3.84,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][School/college Uniform: Boys][CPI],[School/college Uniform: Boys],"{""School/college Uniform: Boys"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,3.16,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][School/college Uniform: Girls][IN][CPI],[School/college Uniform: Girls],"{""School/college Uniform: Girls"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,4.8,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,"[YoY][IN][Sewai, Noodles][CPI]","[Sewai, Noodles]","{""Sewai, Noodles"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,1.26,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][Sewing Machine][IN][CPI],[Sewing Machine],"{""Sewing Machine"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,2.77,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,"[YoY][Shaving Blades, Shaving Stick, Razor][IN][CPI]","[Shaving Blades, Shaving Stick, Razor]","{""Shaving Blades, Shaving Stick, Razor"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,2.8,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,"[YoY][IN][Shaving Cream, Aftershave Lotion][CPI]","[Shaving Cream, Aftershave Lotion]","{""Shaving Cream, Aftershave Lotion"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,2.97,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,"[YoY][IN][Shawl, Chaddar (no.)][CPI]","[Shawl, Chaddar (no.)]","{""Shawl, Chaddar (no.)"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,1.63,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,"[YoY][IN][Shirts, T-shirts (no.)][CPI]","[Shirts, T-shirts (no.)]","{""Shirts, T-shirts (no.)"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,2.34,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,"[YoY][IN][Shorts, Trousers, Bermudas (no.)][CPI]","[Shorts, Trousers, Bermudas (no.)]","{""Shorts, Trousers, Bermudas (no.)"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,17.78,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Silver][CPI],[Silver],"{""Silver"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,12.26,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][Small Millets & their Products][IN][CPI],[Small Millets & their Products],"{""Small Millets & their Products"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,1.11,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][Snuff (gm)][IN][CPI],[Snuff (gm)],"{""Snuff (gm)"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,1.93,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Spectacles][CPI],[Spectacles],"{""Spectacles"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,4.47,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,"[YoY][IN][Sports Goods, Toys, etc.][CPI]","[Sports Goods, Toys, etc.]","{""Sports Goods, Toys, etc."": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,4.73,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][Stainless Steel Utensils][IN][CPI],[Stainless Steel Utensils],"{""Stainless Steel Utensils"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,1.87,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,"[YoY][Stationery, Photocopying Charges][IN][CPI]","[Stationery, Photocopying Charges]","{""Stationery, Photocopying Charges"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,10.28,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,"[YoY][IN][Steamer, Boat Fare][CPI]","[Steamer, Boat Fare]","{""Steamer, Boat Fare"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,7.05,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,"[YoY][Stove, Gas Burner][IN][CPI]","[Stove, Gas Burner]","{""Stove, Gas Burner"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,4.34,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][Sugar - Other Sources][IN][CPI],[Sugar - Other Sources],"{""Sugar - Other Sources"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,0.79,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][Sugar - PDS][IN][CPI],[Sugar - PDS],"{""Sugar - PDS"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,2.6,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,"[YoY][IN][Suitcase, Trunk, Box, Handbag and Other Travel Goods][CPI]","[Suitcase, Trunk, Box, Handbag and Other Travel Goods]","{""Suitcase, Trunk, Box, Handbag and Other Travel Goods"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,7.22,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,"[YoY][IN][Suji, Rawa][CPI]","[Suji, Rawa]","{""Suji, Rawa"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,3.7,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][Sweeper][IN][CPI],[Sweeper],"{""Sweeper"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,5.2,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Tailor][CPI],[Tailor],"{""Tailor"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,9.74,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Tamarind (gm)][CPI],[Tamarind (gm)],"{""Tamarind (gm)"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,2.38,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,"[YoY][IN][Taxi, Auto-rickshaw Fare][CPI]","[Taxi, Auto-rickshaw Fare]","{""Taxi, Auto-rickshaw Fare"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,2.65,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][Tea: Cups (no.)][IN][CPI],[Tea: Cups (no.)],"{""Tea: Cups (no.)"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,4.02,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][Tea: Leaf (gm)][IN][CPI],[Tea: Leaf (gm)],"{""Tea: Leaf (gm)"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,0.0,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Telephone Charges: Landline*][CPI],[Telephone Charges: Landline*],"{""Telephone Charges: Landline*"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,10.58,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Telephone Charges: Mobile][CPI],[Telephone Charges: Mobile],"{""Telephone Charges: Mobile"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,-0.99,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][Television][IN][CPI],[Television],"{""Television"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,-4.97,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Toddy (litre)][CPI],[Toddy (litre)],"{""Toddy (litre)"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,3.35,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Toilet Soap][CPI],[Toilet Soap],"{""Toilet Soap"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,-26.07,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Tomato][CPI],[Tomato],"{""Tomato"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,2.09,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,"[YoY][IN][Toothpaste, Toothbrush, Comb, etc.][CPI]","[Toothpaste, Toothbrush, Comb, etc.]","{""Toothpaste, Toothbrush, Comb, etc."": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,2.06,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Torch][CPI],[Torch],"{""Torch"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,5.02,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,"[YoY][IN][Tuition and Other Fees (school, College, Etc.)][CPI]","[Tuition and Other Fees (school, College, Etc.)]","{""Tuition and Other Fees (school, College, Etc.)"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,10.81,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Turmeric (gm)][CPI],[Turmeric (gm)],"{""Turmeric (gm)"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,2.39,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Tyres & Tubes][CPI],[Tyres & Tubes],"{""Tyres & Tubes"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,1.12,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,"[YoY][IN][Umbrella, Raincoat][CPI]","[Umbrella, Raincoat]","{""Umbrella, Raincoat"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,-4.09,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Urd][CPI],[Urd],"{""Urd"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,21.32,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,"[YoY][Vanaspati, Margarine][IN][CPI]","[Vanaspati, Margarine]","{""Vanaspati, Margarine"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,5.09,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Walnut][CPI],[Walnut],"{""Walnut"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,5.9,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,"[YoY][IN][Washerman, Laundry, Ironing][CPI]","[Washerman, Laundry, Ironing]","{""Washerman, Laundry, Ironing"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,1.7,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Washing Machine][CPI],[Washing Machine],"{""Washing Machine"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,0.58,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Washing Soap/soda/powder][CPI],[Washing Soap/soda/powder],"{""Washing Soap/soda/powder"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,3.62,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Watch Man Charges (other Cons Taxes)][CPI],[Watch Man Charges (other Cons Taxes)],"{""Watch Man Charges (other Cons Taxes)"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,1.68,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Water Charges][CPI],[Water Charges],"{""Water Charges"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,-14.38,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][Watermelon][IN][CPI],[Watermelon],"{""Watermelon"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,3.9,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][Water Purifier][IN][CPI],[Water Purifier],"{""Water Purifier"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,6.43,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][Wheat/ Atta – Other Sources][IN][CPI],[Wheat/ Atta – Other Sources],"{""Wheat/ Atta – Other Sources"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,9.94,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Wheat/ Atta – PDS][CPI],[Wheat/ Atta – PDS],"{""Wheat/ Atta – PDS"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,2.34,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,"[YoY][IN][X-ray, Ecg, Pathological Test, etc. (non-institutional)][CPI]","[X-ray, Ecg, Pathological Test, etc. (non-institutional)]","{""X-ray, Ecg, Pathological Test, etc. (non-institutional)"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,1.91,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,"[YoY][IN][Zarda, Kimam, Surti (gm)][CPI]","[Zarda, Kimam, Surti (gm)]","{""Zarda, Kimam, Surti (gm)"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,152.1,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,"[YoY][Air Conditioner, Air Cooler][IN][CPI]","[Air Conditioner, Air Cooler]","{""Air Conditioner, Air Cooler"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,211.6,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Air Fare (normal): Economy Class(adult)][CPI],[Air Fare (normal): Economy Class(adult)],"{""Air Fare (normal): Economy Class(adult)"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,180.3,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,"[YoY][IN][Almirah, Dressing Table][CPI]","[Almirah, Dressing Table]","{""Almirah, Dressing Table"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,242.5,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Any Other Personal Goods][CPI],[Any Other Personal Goods],"{""Any Other Personal Goods"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,207.2,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Apple][CPI],[Apple],"{""Apple"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,190.3,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,"[YoY][IN][Arhar, Tur][CPI]","[Arhar, Tur]","{""Arhar, Tur"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,214.7,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Baby Food][CPI],[Baby Food],"{""Baby Food"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,238.7,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,[YoY][Bajra & its Products][IN][CPI],[Bajra & its Products],"{""Bajra & its Products"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,193.5,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Banana (no.)][CPI],[Banana (no.)],"{""Banana (no.)"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,187.7,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,"[YoY][IN][Baniyan, Socks, Other Hosiery and Undergarments, Etc.(no.)][CPI]","[Baniyan, Socks, Other Hosiery and Undergarments, Etc.(no.)]","{""Baniyan, Socks, Other Hosiery and Undergarments, Etc.(no.)"": ""ConsumptionItem""}"
