dataset,ticker,metric,country,value,value_txt,period_end,period_span,unit,created_by,inter_country_comparison,as_reported,pfea,all_topics,dimensions,categories
CPI,CPI,YoY,IN,3.31,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,"[YoY][IN][Cloth for Coat, Trousers, Suit, etc. (metre)][CPI]","[Cloth for Coat, Trousers, Suit, etc. (metre)]","{""Cloth for Coat, Trousers, Suit, etc. (metre)"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,2.99,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,"[YoY][IN][Cloth for Shirt, Pyjama, Kurta, Salwar, etc. (metre)][CPI]","[Cloth for Shirt, Pyjama, Kurta, Salwar, etc. (metre)]","{""Cloth for Shirt, Pyjama, Kurta, Salwar, etc. (metre)"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,2.77,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,"[YoY][IN][Cloth for Upholstery, Curtains, Tablecloth, etc. (metre)][CPI]","[Cloth for Upholstery, Curtains, Tablecloth, etc. (metre)]","{""Cloth for Upholstery, Curtains, Tablecloth, etc. (metre)"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,0.9,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][Clothing (first-hand): Other][IN][CPI],[Clothing (first-hand): Other],"{""Clothing (first-hand): Other"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,1.65,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Clothing: Second-hand][CPI],[Clothing: Second-hand],"{""Clothing: Second-hand"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,1.44,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][Club Fees][IN][CPI],[Club Fees],"{""Club Fees"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,2.0,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Coal][CPI],[Coal],"{""Coal"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,2.54,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,"[YoY][IN][Coat, Jacket, Sweater, Windcheater (no.)][CPI]","[Coat, Jacket, Sweater, Windcheater (no.)]","{""Coat, Jacket, Sweater, Windcheater (no.)"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,33.53,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Coconut: Copra][CPI],[Coconut: Copra],"{""Coconut: Copra"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,45.69,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Coconut (no.)][CPI],[Coconut (no.)],"{""Coconut (no.)"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,78.08,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Coconut Oil][CPI],[Coconut Oil],"{""Coconut Oil"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,6.81,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Coffee: Cups (no.)][CPI],[Coffee: Cups (no.)],"{""Coffee: Cups (no.)"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,23.56,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Coffee: Powder (gm)][CPI],[Coffee: Powder (gm)],"{""Coffee: Powder (gm)"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,4.24,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,"[YoY][IN][Coir, Rope, etc.][CPI]","[Coir, Rope, etc.]","{""Coir, Rope, etc."": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,4.26,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Coke][CPI],[Coke],"{""Coke"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,1.31,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Cold Beverages: Bottled/canned (litre)][CPI],[Cold Beverages: Bottled/canned (litre)],"{""Cold Beverages: Bottled/canned (litre)"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,5.3,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Cooked Meals Purchased (no.)][CPI],[Cooked Meals Purchased (no.)],"{""Cooked Meals Purchased (no.)"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,4.02,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,"[YoY][IN][Cooked Snacks Purchased [samosa, Puri, Paratha, Burger, Chowmein, Idli, Dosa, Vada, Chops, Pakoras, Pao Bhaji, Etc.]][CPI]","[Cooked Snacks Purchased [samosa, Puri, Paratha, Burger, Chowmein, Idli, Dosa, Vada, Chops, Pakoras, Pao Bhaji, Etc.]]","{""Cooked Snacks Purchased [samosa, Puri, Paratha, Burger, Chowmein, Idli, Dosa, Vada, Chops, Pakoras, Pao Bhaji, Etc.]"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,3.82,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Country Liquor (litre)][CPI],[Country Liquor (litre)],"{""Country Liquor (litre)"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,2.88,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Curd][CPI],[Curd],"{""Curd"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,2.31,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Curry Powder (gm)][CPI],[Curry Powder (gm)],"{""Curry Powder (gm)"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,3.79,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][Dates][IN][CPI],[Dates],"{""Dates"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,0.19,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Dhania (gm)][CPI],[Dhania (gm)],"{""Dhania (gm)"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,2.24,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Dhoti (no.)][CPI],[Dhoti (no.)],"{""Dhoti (no.)"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,0.32,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Diesel for Vehicle][CPI],[Diesel for Vehicle],"{""Diesel for Vehicle"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,0.19,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Diesel (litre) [excl. Conveyance]][CPI],[Diesel (litre) [excl. Conveyance]],"{""Diesel (litre) [excl. Conveyance]"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,3.87,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Doctor’s/ Surgeon’s Fee-first Consultation (non-institutional)][CPI],[Doctor’s/ Surgeon’s Fee-first Consultation (non-institutional)],"{""Doctor’s/ Surgeon’s Fee-first Consultation (non-institutional)"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,3.92,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Domestic Servant/cook][CPI],[Domestic Servant/cook],"{""Domestic Servant/cook"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,-11.45,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Dry Chillies (gm)][CPI],[Dry Chillies (gm)],"{""Dry Chillies (gm)"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,1.03,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][Dung Cake][IN][CPI],[Dung Cake],"{""Dung Cake"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,5.86,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Earthenware][CPI],[Earthenware],"{""Earthenware"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,0.64,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Eggs (no.)][CPI],[Eggs (no.)],"{""Eggs (no.)"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,2.15,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Electric Batteries][CPI],[Electric Batteries],"{""Electric Batteries"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,1.53,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,"[YoY][IN][Electric Bulb, Tubelight][CPI]","[Electric Bulb, Tubelight]","{""Electric Bulb, Tubelight"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,1.67,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][Electric Fan][IN][CPI],[Electric Fan],"{""Electric Fan"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,15.05,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,"[YoY][IN][Electric Iron, Heater, Toaster, Oven & Other Electric Heating Appliances][CPI]","[Electric Iron, Heater, Toaster, Oven & Other Electric Heating Appliances]","{""Electric Iron, Heater, Toaster, Oven & Other Electric Heating Appliances"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,2.67,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Electricity (std. Unit)][CPI],[Electricity (std. Unit)],"{""Electricity (std. Unit)"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,1.98,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Family Planning Devices][CPI],[Family Planning Devices],"{""Family Planning Devices"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,3.17,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Firewood and Chips][CPI],[Firewood and Chips],"{""Firewood and Chips"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,2.49,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,"[YoY][IN][Fish, Prawn][CPI]","[Fish, Prawn]","{""Fish, Prawn"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,3.61,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Flower (fresh): All Purposes][CPI],[Flower (fresh): All Purposes],"{""Flower (fresh): All Purposes"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,3.51,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][Foreign/refined Liquor or Wine (litre)][IN][CPI],[Foreign/refined Liquor or Wine (litre)],"{""Foreign/refined Liquor or Wine (litre)"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,2.79,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,"[YoY][IN][Frocks, Skirts, etc. (no.)][CPI]","[Frocks, Skirts, etc. (no.)]","{""Frocks, Skirts, etc. (no.)"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,3.49,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Fruit Juice and Shake (litre)][CPI],[Fruit Juice and Shake (litre)],"{""Fruit Juice and Shake (litre)"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,1.64,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,"[YoY][IN][Gamchha, Towel, Handkerchief (no.)][CPI]","[Gamchha, Towel, Handkerchief (no.)]","{""Gamchha, Towel, Handkerchief (no.)"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,-33.25,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Garlic (gm)][CPI],[Garlic (gm)],"{""Garlic (gm)"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,3.24,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Ghee][CPI],[Ghee],"{""Ghee"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,-46.24,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Ginger (gm)][CPI],[Ginger (gm)],"{""Ginger (gm)"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,6.53,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][Glassware][IN][CPI],[Glassware],"{""Glassware"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,4.07,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Goat Meat/mutton][CPI],[Goat Meat/mutton],"{""Goat Meat/mutton"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,32.42,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Gold][CPI],[Gold],"{""Gold"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,-1.83,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Groundnut Oil][CPI],[Groundnut Oil],"{""Groundnut Oil"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,15.33,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Guava][CPI],[Guava],"{""Guava"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,4.43,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Gur][CPI],[Gur],"{""Gur"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,3.77,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,"[YoY][IN][Hair Oil, Shampoo, Hair Cream][CPI]","[Hair Oil, Shampoo, Hair Cream]","{""Hair Oil, Shampoo, Hair Cream"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,2.14,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,"[YoY][IN][Headwear, Belts, Ties (no.)][CPI]","[Headwear, Belts, Ties (no.)]","{""Headwear, Belts, Ties (no.)"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,4.29,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Honey][CPI],[Honey],"{""Honey"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,1.13,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Hookah Tobacco (gm)][CPI],[Hookah Tobacco (gm)],"{""Hookah Tobacco (gm)"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,6.4,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Hospital & Nursing Home Charges][CPI],[Hospital & Nursing Home Charges],"{""Hospital & Nursing Home Charges"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,2.82,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Hotel Lodging Charges][CPI],[Hotel Lodging Charges],"{""Hotel Lodging Charges"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,3.06,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,"[YoY][IN][House Rent, Garage Rent][CPI]","[House Rent, Garage Rent]","{""House Rent, Garage Rent"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,2.33,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Ice-cream][CPI],[Ice-cream],"{""Ice-cream"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,1.7,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,"[YoY][IN][Incense (agarbatti), Room Freshener][CPI]","[Incense (agarbatti), Room Freshener]","{""Incense (agarbatti), Room Freshener"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,0.97,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Ingredients for Pan (gm)][CPI],[Ingredients for Pan (gm)],"{""Ingredients for Pan (gm)"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,3.04,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Internet Expenses][CPI],[Internet Expenses],"{""Internet Expenses"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,2.64,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][Inverter][IN][CPI],[Inverter],"{""Inverter"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,-17.04,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][Jeera (gm)][IN][CPI],[Jeera (gm)],"{""Jeera (gm)"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,0.0,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Jowar & its Products][CPI],[Jowar & its Products],"{""Jowar & its Products"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,-0.96,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][Kerosene – Other Sources (litre)][IN][CPI],[Kerosene – Other Sources (litre)],"{""Kerosene – Other Sources (litre)"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,-9.38,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Kerosene – PDS (litre)][CPI],[Kerosene – PDS (litre)],"{""Kerosene – PDS (litre)"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,-10.5,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][Kharbooza][IN][CPI],[Kharbooza],"{""Kharbooza"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,7.03,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Khesari][CPI],[Khesari],"{""Khesari"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,-4.64,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Knitting Wool (gm)][CPI],[Knitting Wool (gm)],"{""Knitting Wool (gm)"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,3.1,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Kurta-pajama Suits: Females (no.)][CPI],[Kurta-pajama Suits: Females (no.)],"{""Kurta-pajama Suits: Females (no.)"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,1.53,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Kurta-pajama Suits: Males (no.)][CPI],[Kurta-pajama Suits: Males (no.)],"{""Kurta-pajama Suits: Males (no.)"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,-7.48,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][Lady's Finger][IN][CPI],[Lady's Finger],"{""Lady's Finger"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,2.63,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][Leaf Tobacco (gm)][IN][CPI],[Leaf Tobacco (gm)],"{""Leaf Tobacco (gm)"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,2.43,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,"[YoY][IN][Leather Boots, Shoes][CPI]","[Leather Boots, Shoes]","{""Leather Boots, Shoes"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,2.14,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,"[YoY][Leather Sandals, Chappals, etc.][IN][CPI]","[Leather Sandals, Chappals, etc.]","{""Leather Sandals, Chappals, etc."": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,21.27,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][Leechi][IN][CPI],[Leechi],"{""Leechi"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,2.34,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Lemon (no.)][CPI],[Lemon (no.)],"{""Lemon (no.)"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,-2.16,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Lighter (bidi/ Cigarette/ Gas Stove)][CPI],[Lighter (bidi/ Cigarette/ Gas Stove)],"{""Lighter (bidi/ Cigarette/ Gas Stove)"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,8.43,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Lock][CPI],[Lock],"{""Lock"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,5.95,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][LPG [excl. Conveyance]][CPI],[LPG [excl. Conveyance]],"{""LPG [excl. Conveyance]"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,3.09,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Lubricants & Other Fuels for Vehicle][CPI],[Lubricants & Other Fuels for Vehicle],"{""Lubricants & Other Fuels for Vehicle"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,2.06,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Lungi (no.)][CPI],[Lungi (no.)],"{""Lungi (no.)"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,9.01,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Maida][CPI],[Maida],"{""Maida"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,6.87,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Maize & Products][CPI],[Maize & Products],"{""Maize & Products"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,-4.61,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Mango][CPI],[Mango],"{""Mango"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,-2.0,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][Masur][IN][CPI],[Masur],"{""Masur"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,0.84,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Matches (box)][CPI],[Matches (box)],"{""Matches (box)"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,4.48,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Medicine (non-institutional)][CPI],[Medicine (non-institutional)],"{""Medicine (non-institutional)"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,1.73,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Milk: Condensed/ Powder][CPI],[Milk: Condensed/ Powder],"{""Milk: Condensed/ Powder"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,3.2,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Milk: Liquid (litre)][CPI],[Milk: Liquid (litre)],"{""Milk: Liquid (litre)"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,-0.17,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Mineral Water (litre)][CPI],[Mineral Water (litre)],"{""Mineral Water (litre)"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,0.16,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Mobile Handset][CPI],[Mobile Handset],"{""Mobile Handset"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,3.17,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Monthly Charges for Cable Tv Connection][CPI],[Monthly Charges for Cable Tv Connection],"{""Monthly Charges for Cable Tv Connection"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,-0.66,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Monthly Maintainance Charges][CPI],[Monthly Maintainance Charges],"{""Monthly Maintainance Charges"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,-3.99,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Moong][CPI],[Moong],"{""Moong"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,0.24,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Mosquito Net (no.)][CPI],[Mosquito Net (no.)],"{""Mosquito Net (no.)"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,4.4,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,"[YoY][IN][Mosquito Repellent, Insecticide, Acid etc.][CPI]","[Mosquito Repellent, Insecticide, Acid etc.]","{""Mosquito Repellent, Insecticide, Acid etc."": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,4.11,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,"[YoY][IN][Motor Car, Jeep][CPI]","[Motor Car, Jeep]","{""Motor Car, Jeep"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,3.7,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,"[YoY][IN][Motor Cycle, Scooter][CPI]","[Motor Cycle, Scooter]","{""Motor Cycle, Scooter"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,3.89,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Muri][CPI],[Muri],"{""Muri"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,19.61,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Mustard Oil][CPI],[Mustard Oil],"{""Mustard Oil"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,2.25,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,"[YoY][IN][Newspapers, Periodicals][CPI]","[Newspapers, Periodicals]","{""Newspapers, Periodicals"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,1.17,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Oilseeds (gm)][CPI],[Oilseeds (gm)],"{""Oilseeds (gm)"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,-10.71,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Onion][CPI],[Onion],"{""Onion"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,5.28,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,"[YoY][IN][Orange, Mausami (no.)][CPI]","[Orange, Mausami (no.)]","{""Orange, Mausami (no.)"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,1.92,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,"[YoY][Other Beverages: Cocoa, Chocolate, etc.][IN][CPI]","[Other Beverages: Cocoa, Chocolate, etc.]","{""Other Beverages: Cocoa, Chocolate, etc."": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,1.1,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Other Cereals][CPI],[Other Cereals],"{""Other Cereals"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,2.1,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][Other Consumer Services Excluding Conveyance][IN][CPI],[Other Consumer Services Excluding Conveyance],"{""Other Consumer Services Excluding Conveyance"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,-0.61,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Other Conveyance Expenses][CPI],[Other Conveyance Expenses],"{""Other Conveyance Expenses"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,-0.93,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Other Cooking/ Household Appliances][CPI],[Other Cooking/ Household Appliances],"{""Other Cooking/ Household Appliances"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,5.71,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Other Crockery & Utensils][CPI],[Other Crockery & Utensils],"{""Other Crockery & Utensils"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,10.0,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][Other Dry Fruits][IN][CPI],[Other Dry Fruits],"{""Other Dry Fruits"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,3.31,,2025-05-31,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Other Durables (specify)….][CPI],[Other Durables (specify)….],"{""Other Durables (specify)…."": ""ConsumptionItem""}"
