dataset,ticker,metric,country,value,value_txt,period_end,period_span,unit,created_by,inter_country_comparison,as_reported,pfea,all_topics,dimensions,categories,updated_on
CPI,CPI,YoY,IN,2.51,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[CPI][Other Tobacco Products][YoY][IN],[Other Tobacco Products],"{""Other Tobacco Products"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,-2.2,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[CPI][Other Vegetables][YoY][IN],[Other Vegetables],"{""Other Vegetables"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,1.93,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[IN][CPI][YoY][Other Washing Requisites],[Other Washing Requisites],"{""Other Washing Requisites"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,2.59,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[CPI][Palak/other Leafy Vegetables][YoY][IN],[Palak/other Leafy Vegetables],"{""Palak/other Leafy Vegetables"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,4.08,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[CPI][Pan: Finished (no.)][YoY][IN],[Pan: Finished (no.)],"{""Pan: Finished (no.)"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,-1.01,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[IN][CPI][YoY][Pan: Leaf (no.)],[Pan: Leaf (no.)],"{""Pan: Leaf (no.)"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,4.26,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,"[CPI][Papad, Bhujia, Namkeen, Mixture, Chanachur][YoY][IN]","[Papad, Bhujia, Namkeen, Mixture, Chanachur]","{""Papad, Bhujia, Namkeen, Mixture, Chanachur"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,0.33,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[CPI][Papaya][YoY][IN],[Papaya],"{""Papaya"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,-5.17,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,"[CPI][Parwal/patal, Kundru][YoY][IN]","[Parwal/patal, Kundru]","{""Parwal/patal, Kundru"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,2.48,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[CPI][PC/ Laptop/ Other Peripherals Incl. Software][YoY][IN],[PC/ Laptop/ Other Peripherals Incl. Software],"{""PC/ Laptop/ Other Peripherals Incl. Software"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,52.57,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[CPI][Pears/nashpati][YoY][IN],[Pears/nashpati],"{""Pears/nashpati"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,-9.44,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[IN][CPI][YoY][Peas (pulses)],[Peas (pulses)],"{""Peas (pulses)"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,-2.37,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[CPI][Peas (vegetables)][YoY][IN],[Peas (vegetables)],"{""Peas (vegetables)"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,0.14,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[CPI][Petrol for Vehicle][YoY][IN],[Petrol for Vehicle],"{""Petrol for Vehicle"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,3.02,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[CPI][Photography][YoY][IN],[Photography],"{""Photography"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,2.58,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[IN][CPI][YoY][Pickles (gm)],[Pickles (gm)],"{""Pickles (gm)"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,2.55,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,"[CPI][Pillow, Quilt, Mattress (no.)][YoY][IN]","[Pillow, Quilt, Mattress (no.)]","{""Pillow, Quilt, Mattress (no.)"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,15.71,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[CPI][Pineapple (no.)][YoY][IN],[Pineapple (no.)],"{""Pineapple (no.)"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,2.52,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,"[CPI][Plugs, Switches & Other Electrical Fittings][YoY][IN]","[Plugs, Switches & Other Electrical Fittings]","{""Plugs, Switches & Other Electrical Fittings"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,3.93,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[Pork][CPI][YoY][IN],[Pork],"{""Pork"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,2.64,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[IN][CPI][YoY][Porter Charges],[Porter Charges],"{""Porter Charges"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,-34.35,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[CPI][Potato][YoY][IN],[Potato],"{""Potato"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,4.4,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,"[CPI][Powder, Snow, Cream, Lotion and Perfume][YoY][IN]","[Powder, Snow, Cream, Lotion and Perfume]","{""Powder, Snow, Cream, Lotion and Perfume"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,3.77,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,"[CPI][Prepared Sweets, Cake, Pastry][YoY][IN]","[Prepared Sweets, Cake, Pastry]","{""Prepared Sweets, Cake, Pastry"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,3.63,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[IN][CPI][YoY][Pressure Cooker/ Pressure Pan],[Pressure Cooker/ Pressure Pan],"{""Pressure Cooker/ Pressure Pan"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,2.98,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[CPI][Private Tutor/ Coaching Centre][YoY][IN],[Private Tutor/ Coaching Centre],"{""Private Tutor/ Coaching Centre"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,5.35,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,"[CPI][Radio, Tape Recorder, 2-in-1][YoY][IN]","[Radio, Tape Recorder, 2-in-1]","{""Radio, Tape Recorder, 2-in-1"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,1.1,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[CPI][Radish][YoY][IN],[Radish],"{""Radish"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,6.76,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[CPI][Ragi & its Products][YoY][IN],[Ragi & its Products],"{""Ragi & its Products"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,-0.32,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[CPI][Railway Fare][YoY][IN],[Railway Fare],"{""Railway Fare"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,11.62,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,"[CPI][Raisin, Kishmish, Monacca, etc.][YoY][IN]","[Raisin, Kishmish, Monacca, etc.]","{""Raisin, Kishmish, Monacca, etc."": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,22.72,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,"[Refined Oil [sunflower, Soyabean, Saffola, Etc.]][CPI][YoY][IN]","[Refined Oil [sunflower, Soyabean, Saffola, Etc.]]","{""Refined Oil [sunflower, Soyabean, Saffola, Etc.]"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,0.66,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[CPI][Refrigerator][YoY][IN],[Refrigerator],"{""Refrigerator"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,6.74,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[CPI][Residential Building & Land (cost of Repairs Only)][YoY][IN],[Residential Building & Land (cost of Repairs Only)],"{""Residential Building & Land (cost of Repairs Only)"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,1.54,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[Rice – Other Sources][CPI][YoY][IN],[Rice – Other Sources],"{""Rice – Other Sources"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,27.03,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[CPI][Rice – PDS][YoY][IN],[Rice – PDS],"{""Rice – PDS"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,1.23,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[CPI][Rickshaw (hand Drawn & Cycle) Fare][YoY][IN],[Rickshaw (hand Drawn & Cycle) Fare],"{""Rickshaw (hand Drawn & Cycle) Fare"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,1.64,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[Rubber / Pvc Footwear][CPI][YoY][IN],[Rubber / Pvc Footwear],"{""Rubber / Pvc Footwear"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,3.48,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,"[CPI][Rug, Blanket (no.)][YoY][IN]","[Rug, Blanket (no.)]","{""Rug, Blanket (no.)"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,4.79,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[CPI][Salt][YoY][IN],[Salt],"{""Salt"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,3.61,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[CPI][Sanitary Napkins][YoY][IN],[Sanitary Napkins],"{""Sanitary Napkins"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,2.03,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[CPI][Saree (no.)][YoY][IN],[Saree (no.)],"{""Saree (no.)"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,4.43,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,"[CPI][Sauce, Jam, Jelly (gm)][YoY][IN]","[Sauce, Jam, Jelly (gm)]","{""Sauce, Jam, Jelly (gm)"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,3.57,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,"[CPI][School Bus, Van, etc.][YoY][IN]","[School Bus, Van, etc.]","{""School Bus, Van, etc."": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,3.57,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[CPI][School/college Uniform: Boys][YoY][IN],[School/college Uniform: Boys],"{""School/college Uniform: Boys"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,3.72,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[CPI][School/college Uniform: Girls][YoY][IN],[School/college Uniform: Girls],"{""School/college Uniform: Girls"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,4.64,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,"[CPI][Sewai, Noodles][YoY][IN]","[Sewai, Noodles]","{""Sewai, Noodles"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,1.91,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[CPI][Sewing Machine][YoY][IN],[Sewing Machine],"{""Sewing Machine"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,2.82,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,"[CPI][Shaving Blades, Shaving Stick, Razor][YoY][IN]","[Shaving Blades, Shaving Stick, Razor]","{""Shaving Blades, Shaving Stick, Razor"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,2.78,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,"[CPI][Shaving Cream, Aftershave Lotion][YoY][IN]","[Shaving Cream, Aftershave Lotion]","{""Shaving Cream, Aftershave Lotion"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,3.18,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,"[IN][CPI][YoY][Shawl, Chaddar (no.)]","[Shawl, Chaddar (no.)]","{""Shawl, Chaddar (no.)"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,1.52,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,"[CPI][Shirts, T-shirts (no.)][YoY][IN]","[Shirts, T-shirts (no.)]","{""Shirts, T-shirts (no.)"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,2.0,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,"[Shorts, Trousers, Bermudas (no.)][CPI][YoY][IN]","[Shorts, Trousers, Bermudas (no.)]","{""Shorts, Trousers, Bermudas (no.)"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,21.87,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[CPI][Silver][YoY][IN],[Silver],"{""Silver"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,5.49,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[CPI][Small Millets & their Products][YoY][IN],[Small Millets & their Products],"{""Small Millets & their Products"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,1.11,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[CPI][Snuff (gm)][YoY][IN],[Snuff (gm)],"{""Snuff (gm)"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,1.98,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[Spectacles][CPI][YoY][IN],[Spectacles],"{""Spectacles"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,4.39,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,"[CPI][Sports Goods, Toys, etc.][YoY][IN]","[Sports Goods, Toys, etc.]","{""Sports Goods, Toys, etc."": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,4.6,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[CPI][Stainless Steel Utensils][YoY][IN],[Stainless Steel Utensils],"{""Stainless Steel Utensils"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,1.41,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,"[CPI][Stationery, Photocopying Charges][YoY][IN]","[Stationery, Photocopying Charges]","{""Stationery, Photocopying Charges"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,7.55,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,"[IN][CPI][YoY][Steamer, Boat Fare]","[Steamer, Boat Fare]","{""Steamer, Boat Fare"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,10.76,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,"[CPI][Stove, Gas Burner][YoY][IN]","[Stove, Gas Burner]","{""Stove, Gas Burner"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,3.42,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[CPI][Sugar - Other Sources][YoY][IN],[Sugar - Other Sources],"{""Sugar - Other Sources"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,0.79,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[CPI][Sugar - PDS][YoY][IN],[Sugar - PDS],"{""Sugar - PDS"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,-1.79,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,"[Suitcase, Trunk, Box, Handbag and Other Travel Goods][CPI][YoY][IN]","[Suitcase, Trunk, Box, Handbag and Other Travel Goods]","{""Suitcase, Trunk, Box, Handbag and Other Travel Goods"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,6.16,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,"[CPI][Suji, Rawa][YoY][IN]","[Suji, Rawa]","{""Suji, Rawa"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,3.62,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[Sweeper][CPI][YoY][IN],[Sweeper],"{""Sweeper"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,5.26,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[CPI][Tailor][YoY][IN],[Tailor],"{""Tailor"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,13.26,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[IN][CPI][YoY][Tamarind (gm)],[Tamarind (gm)],"{""Tamarind (gm)"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,2.37,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,"[Taxi, Auto-rickshaw Fare][CPI][YoY][IN]","[Taxi, Auto-rickshaw Fare]","{""Taxi, Auto-rickshaw Fare"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,2.58,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[CPI][Tea: Cups (no.)][YoY][IN],[Tea: Cups (no.)],"{""Tea: Cups (no.)"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,3.84,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[Tea: Leaf (gm)][CPI][YoY][IN],[Tea: Leaf (gm)],"{""Tea: Leaf (gm)"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,0.08,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[Telephone Charges: Landline*][CPI][YoY][IN],[Telephone Charges: Landline*],"{""Telephone Charges: Landline*"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,1.9,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[CPI][Telephone Charges: Mobile][YoY][IN],[Telephone Charges: Mobile],"{""Telephone Charges: Mobile"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,-0.94,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[CPI][Television][YoY][IN],[Television],"{""Television"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,-5.25,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[CPI][Toddy (litre)][YoY][IN],[Toddy (litre)],"{""Toddy (litre)"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,4.3,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[IN][CPI][YoY][Toilet Soap],[Toilet Soap],"{""Toilet Soap"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,-34.17,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[CPI][Tomato][YoY][IN],[Tomato],"{""Tomato"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,2.49,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,"[CPI][Toothpaste, Toothbrush, Comb, etc.][YoY][IN]","[Toothpaste, Toothbrush, Comb, etc.]","{""Toothpaste, Toothbrush, Comb, etc."": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,3.22,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[Torch][CPI][YoY][IN],[Torch],"{""Torch"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,4.86,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,"[CPI][Tuition and Other Fees (school, College, Etc.)][YoY][IN]","[Tuition and Other Fees (school, College, Etc.)]","{""Tuition and Other Fees (school, College, Etc.)"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,7.23,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[CPI][Turmeric (gm)][YoY][IN],[Turmeric (gm)],"{""Turmeric (gm)"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,2.32,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[CPI][Tyres & Tubes][YoY][IN],[Tyres & Tubes],"{""Tyres & Tubes"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,2.21,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,"[IN][CPI][YoY][Umbrella, Raincoat]","[Umbrella, Raincoat]","{""Umbrella, Raincoat"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,-8.21,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[CPI][Urd][YoY][IN],[Urd],"{""Urd"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,20.54,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,"[CPI][Vanaspati, Margarine][YoY][IN]","[Vanaspati, Margarine]","{""Vanaspati, Margarine"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,8.06,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[Walnut][CPI][YoY][IN],[Walnut],"{""Walnut"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,6.35,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,"[CPI][Washerman, Laundry, Ironing][YoY][IN]","[Washerman, Laundry, Ironing]","{""Washerman, Laundry, Ironing"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,2.21,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[Washing Machine][CPI][YoY][IN],[Washing Machine],"{""Washing Machine"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,0.47,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[CPI][Washing Soap/soda/powder][YoY][IN],[Washing Soap/soda/powder],"{""Washing Soap/soda/powder"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,6.29,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[CPI][Watch Man Charges (other Cons Taxes)][YoY][IN],[Watch Man Charges (other Cons Taxes)],"{""Watch Man Charges (other Cons Taxes)"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,2.02,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[CPI][Water Charges][YoY][IN],[Water Charges],"{""Water Charges"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,3.58,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[CPI][Watermelon][YoY][IN],[Watermelon],"{""Watermelon"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,3.37,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[CPI][Water Purifier][YoY][IN],[Water Purifier],"{""Water Purifier"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,4.43,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[CPI][Wheat/ Atta – Other Sources][YoY][IN],[Wheat/ Atta – Other Sources],"{""Wheat/ Atta – Other Sources"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,9.94,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[IN][CPI][YoY][Wheat/ Atta – PDS],[Wheat/ Atta – PDS],"{""Wheat/ Atta – PDS"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,2.34,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,"[CPI][X-ray, Ecg, Pathological Test, etc. (non-institutional)][YoY][IN]","[X-ray, Ecg, Pathological Test, etc. (non-institutional)]","{""X-ray, Ecg, Pathological Test, etc. (non-institutional)"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,2.49,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,"[IN][CPI][YoY][Zarda, Kimam, Surti (gm)]","[Zarda, Kimam, Surti (gm)]","{""Zarda, Kimam, Surti (gm)"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,Constituents,IN,,"[{""ticker"": ""CPI"", ""weight"": 11.969625464285716, ""dimensions"": ""[Grains]""}, {""ticker"": ""CPI"", ""weight"": 2.785798382653061, ""dimensions"": ""[Meat]""}, {""ticker"": ""CPI"", ""weight"": 1.4436231071428574, ""dimensions"": ""[Seafood]""}, {""ticker"": ""CPI"", ""weight"": 0.43678517857142857, ""dimensions"": ""[Eggs]""}, {""ticker"": ""CPI"", ""weight"": 6.441844499999999, ""dimensions"": ""[Dairy]""}, {""ticker"": ""CPI"", ""weight"": 3.4867130102040815, ""dimensions"": ""[Edible_Oils]""}, {""ticker"": ""CPI"", ""weight"": 3.1480746224489797, ""dimensions"": ""[Fruits]""}, {""ticker"": ""CPI"", ""weight"": 6.5323581632653065, ""dimensions"": ""[Vegetables]""}]",2025-07-31,None,JSON,MacroSearchEngine,False,False,,[CPI][IN][ByConsumptionCategory][Constituents][Food],[ByConsumptionCategory][Food],"{""ByConsumptionCategory"": ""BreakdownType"", ""Food"": null}",2025-08-12
